0.10443  	0.33126  	0.24052  	0.16639  	0.19709  	0.12870  	0.21231  	-0.0215  	0.35079  	0.07685  	-0.2190  	1.23022  	0.06710  	0.08364  	-1.0532  	0.90834  	0.06388  	-0.1254  	0.01860  	0.38853  	-0.1106  	-0.1339  	-0.0886  	0.01667  	-0.0740  	-0.0768  	0.06557  	-0.4086  	-0.3826  	-0.4362  	-0.3297  	-0.1459  	0.37694  	-0.2833  	0.40640  	0.27933  	0.31333  	0.00722  	-0.5907  	-0.1880  	0.16840  	-0.2202  	-0.0287  	0.13978  	0.02172  	0.03639  	-0.0216  	0.10877  	0.12334  	-0.0782  	-0.0440  	-0.0820  	0.03630  	-0.0664  	-0.0095  	0.02727  	-0.0023  	0.00776  	-0.0282  	-0.0051  	-0.0287  	0.05982  	0.09239  	0.01992  	0.06211  	0.40179  	-0.1475  	-0.0086  	0.03691  	0.48425  	0.86386  	149.243  	111.729  	
-0.0863  	0.29934  	0.08724  	0.05218  	0.18458  	-0.0432  	0.19380  	-0.1257  	0.27399  	0.13255  	-0.2117  	1.21261  	0.02425  	0.00792  	-1.1049  	0.81789  	0.04734  	-0.0862  	0.00497  	0.42493  	-0.2312  	-0.1395  	-0.0874  	-0.0223  	-0.0607  	-0.0596  	0.02300  	-0.3223  	-0.3067  	-0.4317  	-0.3172  	-0.1745  	0.34388  	-0.2774  	0.37102  	0.31626  	0.25608  	-0.0155  	-0.5682  	-0.1306  	0.19721  	-0.2092  	-0.0374  	0.13375  	0.02564  	0.04452  	-0.0294  	0.09777  	0.10392  	-0.0633  	-0.0463  	-0.0801  	0.03537  	-0.0632  	-0.0093  	0.01632  	0.00276  	0.01235  	-0.0184  	-0.0123  	-0.0300  	0.06436  	0.09391  	0.02080  	0.06296  	0.40410  	-0.1458  	-0.0097  	0.03761  	0.47789  	0.86386  	149.243  	111.729  	
-0.1511  	0.24836  	0.04859  	0.06390  	0.15368  	-0.0548  	0.16699  	-0.1532  	0.26171  	0.12550  	-0.1925  	1.18666  	-0.0040  	-0.0793  	-1.1144  	0.80284  	0.06230  	-0.0932  	-0.0067  	0.42486  	-0.2321  	-0.1344  	-0.0827  	-0.0227  	-0.0545  	-0.0463  	0.01138  	-0.3255  	-0.2911  	-0.4348  	-0.3356  	-0.1652  	0.32728  	-0.2746  	0.33971  	0.34331  	0.23794  	-0.0063  	-0.5626  	-0.1282  	0.20906  	-0.2042  	-0.0365  	0.14720  	0.03644  	0.03704  	-0.0222  	0.09057  	0.10284  	-0.0656  	-0.0531  	-0.0812  	0.03912  	-0.0598  	-0.0073  	0.01557  	-0.0002  	0.01111  	-0.0182  	-0.0072  	-0.0276  	0.06071  	0.09018  	0.02477  	0.06365  	0.40581  	-0.1443  	-0.0107  	0.03813  	0.47286  	0.86386  	149.243  	111.729  	
-0.3145  	0.17209  	-0.0597  	-0.0405  	0.14222  	-0.1604  	0.19289  	-0.2429  	0.22645  	0.17143  	-0.1825  	1.12947  	-0.0275  	-0.1971  	-1.2142  	0.75181  	0.05976  	-0.0455  	-0.0125  	0.46069  	-0.3488  	-0.1273  	-0.1002  	-0.0926  	-0.0521  	-0.0372  	-0.0482  	-0.2387  	-0.1820  	-0.4285  	-0.3441  	-0.1672  	0.32389  	-0.2818  	0.24860  	0.40981  	0.15358  	-0.0302  	-0.5438  	-0.1147  	0.24702  	-0.2121  	-0.0379  	0.14464  	0.03179  	0.03853  	-0.0107  	0.09276  	0.10388  	-0.0833  	-0.0544  	-0.0826  	0.03785  	-0.0645  	-0.0052  	0.01747  	0.00074  	0.00860  	-0.0213  	-0.0090  	-0.0288  	0.06047  	0.08938  	0.02502  	0.06416  	0.40693  	-0.1432  	-0.0117  	0.03847  	0.46917  	0.86386  	149.243  	111.729  	
-0.3775  	0.16703  	-0.0545  	-0.0814  	0.13700  	-0.1913  	0.18216  	-0.2526  	0.22340  	0.19434  	-0.1847  	1.13578  	-0.0323  	-0.2010  	-1.2519  	0.76961  	0.06535  	-0.0269  	-0.0074  	0.45476  	-0.3700  	-0.1324  	-0.1173  	-0.1034  	-0.0691  	-0.0295  	-0.0844  	-0.2181  	-0.1733  	-0.4360  	-0.3274  	-0.1768  	0.32521  	-0.2771  	0.23924  	0.41402  	0.13694  	-0.0378  	-0.5419  	-0.1224  	0.24870  	-0.2109  	-0.0384  	0.14320  	0.02967  	0.04064  	-0.0137  	0.08875  	0.10506  	-0.0816  	-0.0533  	-0.0836  	0.03764  	-0.0664  	-0.0055  	0.01480  	0.00184  	0.00693  	-0.0225  	-0.0102  	-0.0272  	0.05933  	0.08680  	0.02337  	0.06450  	0.40745  	-0.1424  	-0.0126  	0.03863  	0.46680  	0.86386  	149.243  	111.729  	
-0.5173  	0.13794  	-0.0911  	-0.1134  	0.13999  	-0.2463  	0.15206  	-0.2924  	0.20596  	0.25801  	-0.2372  	1.13702  	-0.0243  	-0.2478  	-1.3395  	0.75946  	0.05719  	0.00704  	0.00776  	0.47276  	-0.4562  	-0.1541  	-0.1622  	-0.1452  	-0.0673  	-0.0197  	-0.1394  	-0.1178  	-0.1090  	-0.4268  	-0.3077  	-0.1842  	0.31831  	-0.2710  	0.20472  	0.43571  	0.06691  	-0.0609  	-0.5073  	-0.1058  	0.24190  	-0.2040  	-0.0445  	0.14569  	0.02746  	0.03989  	-0.0125  	0.08489  	0.11213  	-0.0746  	-0.0438  	-0.0814  	0.03389  	-0.0673  	-0.0071  	0.01180  	0.00144  	0.00686  	-0.0233  	-0.0101  	-0.0278  	0.05621  	0.09128  	0.02143  	0.06467  	0.40739  	-0.1419  	-0.0135  	0.03861  	0.46578  	0.86386  	149.243  	111.729  	
-0.5925  	0.11727  	-0.1551  	-0.1575  	0.13944  	-0.2838  	0.15282  	-0.3161  	0.19373  	0.2856  	-0.2425  	1.14301  	-0.0409  	-0.3183  	-1.4153  	0.73767  	0.04776  	0.01881  	0.02672  	0.49575  	-0.5114  	-0.1576  	-0.1720  	-0.1672  	-0.0731  	-0.0192  	-0.1613  	-0.0512  	-0.0730  	-0.4336  	-0.3028  	-0.1917  	0.29355  	-0.2657  	0.17786  	0.45832  	0.01344  	-0.0781  	-0.4712  	-0.1147  	0.23980  	-0.2103  	-0.0385  	0.15223  	0.03203  	0.03560  	-0.0149  	0.08958  	0.11829  	-0.0724  	-0.0381  	-0.0827  	0.03789  	-0.0697  	-0.0056  	0.00610  	0.00433  	0.01379  	-0.0210  	-0.0127  	-0.0296  	0.05412  	0.09506  	0.02262  	0.06466  	0.40674  	-0.1418  	-0.0142  	0.03841  	0.46608  	0.86386  	149.243  	111.729  	
-0.5777  	0.09230  	-0.2309  	-0.1404  	0.19438  	-0.2768  	0.16654  	-0.3120  	0.18259  	0.24430  	-0.2486  	1.14824  	-0.0317  	-0.3107  	-1.3875  	0.71380  	0.03549  	0.01420  	0.03620  	0.52395  	-0.5245  	-0.1575  	-0.2011  	-0.1545  	-0.0578  	-0.0226  	-0.1516  	-0.0464  	-0.0603  	-0.4303  	-0.3010  	-0.2047  	0.29700  	-0.2666  	0.1838  	0.46715  	0.00760  	-0.1008  	-0.4724  	-0.1179  	0.22846  	-0.2126  	-0.0427  	0.15003  	0.03619  	0.03375  	-0.0163  	0.09075  	0.11647  	-0.0739  	-0.0311  	-0.0835  	0.04119  	-0.0729  	-0.0067  	0.00613  	0.01062  	0.01776  	-0.0226  	-0.0148  	-0.0314  	0.05142  	0.09660  	0.02417  	0.06416  	0.40464  	-0.1419  	-0.0143  	0.03711  	0.46961  	0.86386  	149.243  	111.729  	
-0.3692  	0.17020  	-0.1030  	-0.0388  	0.22432  	-0.2063  	0.18654  	-0.2598  	0.21660  	0.19439  	-0.2334  	1.15987  	0.00347  	-0.1404  	-1.3097  	0.74845  	0.03442  	-0.0252  	0.02935  	0.51194  	-0.4285  	-0.1719  	-0.2209  	-0.0923  	-0.0741  	-0.0520  	-0.1281  	-0.1000  	-0.1408  	-0.4429  	-0.3211  	-0.1787  	0.34819  	-0.2593  	0.26177  	0.40596  	0.08825  	-0.0918  	-0.5019  	-0.1194  	0.20551  	-0.2002  	-0.0540  	0.12628  	0.04004  	0.04481  	-0.0229  	0.08254  	0.11682  	-0.0643  	-0.0296  	-0.0872  	0.03865  	-0.0715  	-0.0097  	0.01434  	0.01439  	0.01160  	-0.0225  	-0.0068  	-0.0271  	0.05332  	0.09139  	0.02256  	0.06261  	0.40265  	-0.1424  	-0.0150  	0.03687  	0.47111  	0.86386  	149.243  	111.729  	
-0.1939  	0.18828  	0.01007  	0.01891  	0.24714  	-0.1186  	0.21353  	-0.2626  	0.22929  	0.25153  	-0.2662  	1.15405  	0.00509  	-0.1725  	-1.3499  	0.84349  	0.01543  	-0.0067  	0.01601  	0.50909  	-0.4215  	-0.1948  	-0.2139  	-0.1019  	-0.0422  	-0.0618  	-0.0983  	-0.1237  	-0.1635  	-0.4251  	-0.3441  	-0.1649  	0.31560  	-0.2742  	0.29410  	0.44745  	0.10443  	-0.0677  	-0.5380  	-0.1038  	0.19029  	-0.2014  	-0.0502  	0.13525  	0.03703  	0.03510  	-0.0173  	0.09834  	0.12240  	-0.0798  	-0.0246  	-0.0868  	0.03404  	-0.0731  	-0.0074  	0.01500  	0.01682  	0.01396  	-0.0247  	-0.0116  	-0.0370  	0.04455  	0.09517  	0.02500  	0.06226  	0.40015  	-0.1432  	-0.0159  	0.03680  	0.47323  	0.86386  	149.243  	111.729  	
